jobId,title,companyName,location,experience,minimumExperience,maximumExperience,minimumSalary,maximumSalary,salary,currency,jobUploaded,jobDescription,tagsAndSkills,suggestedRole,roleEvidence
73185688,Sr. Executive Data Scientist,Honda Malaysia Sdn Bhd,Selangor,4+ years,4,3,3200,4500,Unknown,Unknown,2023-09-13 09:35:00,"Job Summary
Responsible for the conceptualizing, planning, and prioritization of big data & data warehousing projects.
Conducting quantitative research through statistical analysis and develop actionable insights. Also, presenting the insights in a clear manner to the stakeholders
Collaborating with stakeholders in other departments to execute on strategic initiatives through project-based research and ad-hoc analysis.
Conduct exploratory data mining and analysis to understand customer behaviors, experience, engagement and uncover opportunities
Setup a centralized, automated, and governed Enterprise Data Warehouse to support Data Analytics work for Data Analytics Team.
Work with a team on the development, operation, and maintenance of Data Analytics solutions (e.g. utilizing statistical modelling and time-series analysis) to build company specific or market metric/KPI predictions.
Lead cross-functional projects using advanced data modelling and data science analysis techniques to discover insights that will guide strategic decisions and uncover optimization opportunities.
Work with variety of data sources from multiple business divisions, spotting and managing data development challenges in the organization, proposing, and deploying data science solutions.
Job Requirement
Bachelor Degree Specialized in: Computer Science, Data Science, Mathematics or similar field
At least 4 years of experience in Data Science.
To work with a team to derive useful insight out of raw data
Strong problem-solving ability and statistical analysis skills
Align data projects with organizational goals
Ensure data quality and integrity
Interpret and analyze data problems
Build analytic systems and predictive models
Visualize data and create reports (using Power BI)
Experience with SQL databases","Science & Technology, Mathematics, Statistics & Information Sciences, data-scientist, Contract/Temp",Data Scientist,Title
73996991,Senior Business Intelligence Analyst,INVOLVE ASIA TECHNOLOGIES SDN BHD,Kuala Lumpur,Unknown,2,3,3200,4500,Unknown,Unknown,2024-02-24 01:24:00,"The Business Intelligence department at Involve Asia is looking for talented, and dedicated professionals who desire to work on high impact projects. The main focus is to support Commercial and Technology divisions in providing result-oriented business solutions to improve company performance and business operations.
The responsibilities of a Senior BI Analyst include (but not limited to) :-
To understand business workflows and to gather insights from Commercial/Technology divisions
To provide consultation for Commercial/Technology divisions by providing business intelligence solution
To gather information & requirements, and to plan, execute & manage business intelligence solutions
To identify and track performance & operational metrics of Commercial/Technology divisions
To prepare data requirement requests
To plan, build, and maintain company-wide business intelligence reports
To present valuable & actionable insights to stakeholders
To become a great Senior BI Analyst, the required skills are :-
Business & Data Analysis
Google Sheet (formulas, charts)
Data Visualization
Communication & Presentation
In addition to above, the skills that stand you out are :-
BI Dashboard Development (Looker Studio/PowerBI/Tableau,etc.)
Google App Script
Project Management","Information & Communication Technology, Business/Systems Analysts, business-intelligence-analyst, Full time",Data Analyst,Title
73224632,Decision Analyst,Carsome Sdn Bhd,Petaling,2+ years,2,3,3200,4500,Unknown,Unknown,2024-01-22 15:24:00,"About You
CARSOME is in pursuit of a dynamic Decision Analyst to join our team. We're on the lookout for a trailblazer with a passion for machine learning, statistical methods, and the savvy to weave them into our business intelligence tapestry. Ready to bring data to life? Let's make analytics exciting together!
Your Day-to-Day
Deliver actionable insights via exploratory analysis and effective visualizations.
Provide recommendations to solve business problems and engage with stakeholders across Commercial, Marketing, Operations and Tech to achieve strategic business objectives.
Contribute to cross-functional projects, with the goals of optimising customer conversion funnel, enhancing M&A ecosystem synergy and competitor benchmarking.
Understand business processes and pain points deeply, identify viable data driven solutions, leveraging on advanced analytics techniques where applicable, including machine learning and statistical methods.
Propose the methodology and drive business analysis to validate hypothesis and support decision making, ensuring confidence via statistical significance from proper A/B test setups whenever feasible.
Your Know-How
Innately curious, highly analytical and enjoy distilling complex business questions into technical requirements and find answers in the data
At least 2 years of experience in one or multiple of the following areas: business insights, data visualisation, predictive modelling, business intelligence
Degree from top university in a relevant quantitative discipline, such as applied statistics, computer science, mathematics, data science or analytics, operations research
Comfortable using SQL/ Google BigQuery for data munging, exploration, and analysis
Excellent communication and data storytelling skills to effectively present findings to senior management using data visualisation tools like Tableau or Power BI
Self-starter with a track record of initiating projects and driving them to completion
Experience in leading cross-functional projects or coaching small teams","Science & Technology, Mathematics, Statistics & Information Sciences, analyst, Full time",AI/ML Engineer,Description
72346887,"Intern, Cybersecurity Analyst",Green Packet,Petaling,Unknown,2,3,3200,4500,Unknown,Unknown,2023-04-03 11:21:00,"As a Intern, Cybersecurity Analyst, you will be assisting cybersecurity team in one or more of the below task:
Perform security risk and controls assessments and/or penetration testing to evaluate and analyze threat, vulnerability, impact, risk and security issues to Business.
Evaluating, enhancing or developing, and managing:
Cybersecurity Management programs including technology controls, process controls, and governance, risk and compliance elements
Business Continuity and Disaster Recovery Management programs
Data Protection and Privacy management programs
Threat and Vulnerability Management programs
Security Incident Detection and Response management programs
Identity and access management programs
Advocating and championing cybersecurity service both internally to our wider network of colleagues and to our clients
Contributing to the creation of compliance requirements and educational material
Contributing to enhancements of Cloud Infra, Enterprise and Application development security
Ensure delivery of PCIDSS and ISMS Compliance for the fintech pillar of the business
Job Requirement:
Candidate should possess a Diploma / Advanced Diploma, Bachelor Degree, Professional Certificates or equivalent in Computer Science / Information Technology
Preferably Intern specializing in Information Technology or equivalent.
Good communication skills in English language for both spoken and written
1 positions available","Information & Communication Technology, Security, cyber-security-analyst, Full time",Cybersecurity,Title
73496481,"Manager, Group Corporate Assurance",**Sime Darby Berhad,Petaling,10+ years,10,3,3200,4500,Unknown,Unknown,2024-02-02 09:57:00,"Company :
Sime Darby Holdings Berhad
Job Responsibilities: -
Assist in the annual Group Corporate Assurance (GCA) planning and budgets based on a set of formulated review strategies which focus on Data Analytics areas.
Design, develop and maintain Access Control List (ACL) scripts and other Computer-assisted Audit Techniques (CAATs) to ensure effective controls monitoring and data analysis.
Drive data analysis efforts through extraction of transactional data using ACL queries (or other techniques and tools), to facilitate loss prevention, fraud detection, process controls & exceptions, data quality, and data integration projects.
Identify and recommend opportunities for cost recoveries, cost avoidance, process and control improvements based on data analysis conclusions.
Enhance GCA's practices within the assigned portfolio to achieve operational efficiency and effectiveness of the team's functions through continuous improvements which aligned to Department and Group strategy and directives.
Provide knowledge transfer, coaching and communications to auditors and GCA Management to better understand and utilize ACL / data analytics.
Job Requirements: -
Candidate must possess at least a Bachelor's Degree in related field or professional qualification or equivalent with minimum of 10 years of relevant working experience.
Excellent communication (both written and verbal) and negotiation skills.
Exceptional business acumen, analytical and critical thinking skills.
Knowledge on other data analytics software such as SQL, MS Excel, VBScript, and Phython would be an added advantage.
Willing to travel
About us :
Sime Darby Berhad is a global trading and logistics player. We partner with some of the world’s best brands to deliver quality products and services to our customers. Our core businesses operate in and serve the industrial, motors and logistics sectors as well as the healthcare, insurance, and retail segments. With a workforce of more than 20,000 employees, we are headquartered in Oasis Ara Damansara, Selangor, Malaysia with operations in 18 countries and territories across the Asia Pacific region. Sime Darby Berhad is listed on the main market of Bursa Malaysia Securities Berhad.
Sime Darby is setting the pace of change in sustainable futures. For you, this means challenges and opportunities to grow with us. We are committed to nurturing and growing our talents as their dedication and contributions are instrumental in driving our businesses.","Accounting, Management, manager, Full time",Data Analyst,Description
73191667,Dynamics Administrator,Logicalis Malaysia Sdn Bhd,Sepang,Unknown,2,3,3200,4500,Unknown,Unknown,2024-01-20 15:48:00,"We are looking for a Microsoft Dynamics Administrator to be a part of our team in Cyberjaya. As a Microsoft Dynamics Administrator, you will be managing and maintaining Microsoft Dynamics applications within Logicalis. Microsoft Dynamics is a suite of enterprise resource planning (ERP), including customer relationship management (CRM), Project operations (PSA) & Business Central applications that help Logicalis streamline their processes and improve overall efficiency.
Responsibilities
Responsible for configuring and customizing Microsoft Dynamics applications based on the organization's business requirements, including security policies, integrations, and customized configurations.
Responsible for providing support to end-users, addressing issues, and delivering training sessions to ensure effective system utilization.
Responsible for implementing and managing security policies within Microsoft Dynamics to ensure data integrity and confidentiality.
Responsible for creating and maintaining reports and dashboards using Microsoft Dynamics reporting tools, supporting data analysis for business decision-making.
Responsible for documenting system configurations, customizations, and processes, ensuring documentation is up-to-date and accessible.
Responsibility for planning and executing upgrades of Microsoft Dynamics applications to the latest versions and participate in migration projects when necessary.
Ensure adherence to best practices in Microsoft Dynamics administration and stay informed about the latest updates and features.
Requirements
Min of 3 years as a Microsoft Dynamics administrator.
Expert in both CRM and ERP modules, handling system configuration and maintenance.
Proficient in Microsoft SQL Server for database management.
Collaborative integration of Microsoft Dynamics with other systems, overseeing data imports and exports.
Skilled in user support, issue resolution, and training.
Able to work on Australian Business Hours
Benefits
As a valued member of
‘Logicalis Australia’
you will enjoy several benefits, such as;
Supportive team environment: Confidential pulse checks tell us we are known for being ""Unselfish with knowledge"", ""Flexible and Diverse"" and ""Give a shout-out and there will always be help""
Pick your own adventure: Our people have moved from Help-desk to Cloud-Engineering. Admin to Project/Program Management. Project Management to Product Development. If something interests you, we’ll fund you to learn it, so you can become it!
Breadth of experience and purpose: People here can have an idea, make a plan, and see it through. Our people enjoy genuinely impacting change and controlling their professional success.
Flexible, modern, working arrangements: Flexible model that allows for productive remote working and in person collaboration. #LI-Hybrid
*Do I need to meet all the requirements to apply?*
No. Studies by several different sources have shown that, on average, men will apply for a job if they meet 60% of the requirements. In contrast, women, non-binary, and neurodivergent people aim for closer to 90%! Please don’t let us miss out on everything you have to offer just because there is some upskilling to do. We can teach the specifics of the job. What we can’t teach is Character – ie Confidence, Capability, Curiosity
About us
We are Logicalis, Architects of Change™. We assist organizations in succeeding in a digital-first world by harnessing our collective technology expertise. Our lifecycle services, including cloud, connectivity, collaboration, and security, optimize operations, reduce risk, and empower employees. As a global tech service provider, we also deliver managed services to provide real-time visibility and insights across clients' digital ecosystems. With 7000+ employees in 27 countries, we help 10,000+ clients globally create sustainable outcomes through technology.
For people living with disabilities, chronic illnesses, or neurodiversity; adjustments and support will be made available to create a more comfortably aligned application process. If you need any specific accommodations (tools, time, etc.), and feel comfortable disclosing this, please let us know and we’ll be glad to facilitate.","Information & Communication Technology, Management, administration-officer, Full time",Data Analyst,Description
72342310,Strategy Analyst,Bjak Sdn Bhd,Petaling,Unknown,2,3,3200,4500,Unknown,Unknown,2023-11-15 03:15:00,"About Us
Bjak is focused on providing access to affordable and sustainable financial services for people in ASEAN. Headquartered in Malaysia, Bjak is the largest insurance portal in Southeast Asia. Our main portal, Bjak.com, helps millions find the insurance policy with the best value and highest coverage for them. Our investments in technology such as Custom API, blockchain, trading systems and data science is to enable easy access to financial services that were previously inaccessible or difficult to understand.
Our core strengths are in navigating the most complex regulations and environments, creating some of the most innovative products in the world. For instance, we are the first platform globally to simplify and offer investment-linked life and health insurance online, coupled with an instant talk-to-agent service.
Strategy Analyst
As the Strategy Analyst, you will play a crucial role in conducting market research, analyzing data, and providing valuable insights to drive strategic decision-making. As a key member of our research team, you will contribute to industry and competitor analysis, forecasting, and custom research projects. If you have a passion for data-driven insights and thrive in a collaborative environment, we invite you to be a part of our innovative journey.
Key Responsibilities
Conduct comprehensive market research to identify trends, opportunities, and potential risks.
Analyze industry data and competitor performance to inform strategic decision-making.
Gather, organize, and analyze data using various research methods and tools.
Prepare reports and presentations summarizing research findings.
Stay informed about industry developments, regulatory changes, and emerging technologies.
Provide regular updates on industry trends and their impact on business operations.
Evaluate competitor strategies, products, and market positioning.
Collaborate with cross-functional teams to identify areas of competitive advantage.
Develop and maintain forecasting models to support business planning.
Utilize statistical techniques to identify patterns and trends in data.
Collaborate with internal teams to design and execute custom research projects.
Present findings to key stakeholders in a clear and actionable manner.
Requirements
Bachelor's or Master's degree in Business, Economics, Statistics, or a related field.
Proven experience as a Research Analyst or in a similar role.
Strong analytical and critical thinking skills.
Proficiency in data analysis tools and statistical software.
Excellent written and verbal communication skills.
Ability to work independently and collaborate in a team-oriented environment.
Benefits
Fast moving, challenging and unique business problems
Strong learning and development plans for your career growth
International work environment and flat organization
Competitive salary
Flexible working hours & arrangement, Casual work attire","Science & Technology, Mathematics, Statistics & Information Sciences, strategic-analyst, Full time",Data Scientist,Description
72329697,Financial Analyst,Huntsman Global Business Services Sdn Bhd,Selangor,3-5 years,3,5,3200,4500,Unknown,Unknown,2023-12-19 19:43:00,"Huntsman Global Business Services is now looking for a dynamic individual as a Financial Analyst in our Financial Planning & Analysis (FP&A) group at our global hub.  The focus of this position will be supporting the FP&A group in enterprise-wide monthly reporting, analysis and planning.  The ideal candidate must possess strong business acumen and a dynamic personality as this position interacts with business teams on multiple fronts to drive accurate, efficient, and timely reporting.  Knowledge of business and financial concepts is desired to improve the reporting process.  This position requires strong financial systems capabilities; a quick and independent learner; interpersonal and communication skills; and the ability to interact effectively with all levels of management. The ideal candidate will be located in Kuala Lumpur, Malaysia.
As a Financial Analyst you will:
Collaborate with business and functional stakeholders for accurate planning and analysis
Prepare monthly and quarterly executive management reports
Drive continuous improvement through developing, automating, and maintaining reports and processes
Assist in providing analytical support for reporting groups within various lines of business and functions
Assist in guiding functions through the monthly forecasting and annual budgeting processes
Extract and analyze data from company’s ERP, database and data warehouse using SAP ECC, SAP HANA, TM1 / IBM Planning Analytics, MS Excel, and other tools
Assist as needed on special projects / improvements
Support TM1 / IBM Planning and Analytic (FP&A financial reporting system) to meet reporting needs
What skills and experiences are we looking for?
Master’s Degree in Accounting, Finance or MIS (preferred); or, Bachelor’s Degree in Accounting or Finance, AND MIS
3-5 years of related experience preferred
Intermediate Excel skills required
SAP experience is a plus
TM1 / IBM Planning Analytics experience is a plus
Financial Reporting Systems experience is a plus
Must have aptitude towards technology and analysis
Must be detail oriented and able to master a large breadth of information
What can we offer?
Huntsman offers unsurpassed opportunities to build a successful future. Our diverse portfolio creates a range of career fields including manufacturing, research and development, technical services, sales and marketing, customer service – and the list goes on.
Here, you can make an impact and make a difference. Come join us.
Huntsman is proud to be an equal opportunity workplace and is an affirmative action employer. We provide equal employment opportunities (EEO) to all qualified applicants for employment, without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identification, sexual orientation and/or expression or any other characteristic protected by law in every location in which we have facilities national or local.
Please refer to https://www.huntsman.com/privacy/online-privacy-notice for Company’s Data Privacy and Protection information.
All unsolicited resumes presented by recruitment agencies are treated as pro bono information or service.
Huntsman is aware of a scam involving fraudulent job offers. Huntsman does not make job offers until after a candidate has submitted a job application and has participated in a face-to-face interview. Please be advised that emails from Huntsman always end in “@huntsman.com” and that any job offer that requires payment or requires you to deposit a check is likely a scam. If you have questions about any open positions at Huntsman, please visit our Careers website at http://www.huntsman.com/corporate/a/Careers.
Huntsman offers unsurpassed opportunities to build a successful future. We are a global specialty chemical company with locations in 30 countries around the world, employing over 9,000 associates. Our diverse portfolio creates a range of career fields including manufacturing, research and development, technical services, sales and marketing, customer service – and the list goes on. Here, you can make an impact and make a difference.  Come join us.","Accounting, Financial Accounting & Reporting, financial-analyst, Full time",Data Analyst,Description
73743582,"ASSISTANT GENERAL MANAGER, IT (DIGITAL & ANALYTICS)",7-Eleven Malaysia Sdn Bhd,Kuala Lumpur City Centre,Unknown,2,3,3200,4500,Unknown,Unknown,2024-02-14 17:53:00,"Duties & Responsibilities:
To lead a team in designing and developing the organization's digital and analytics (D&A) roadmap.
To manage the end-to-end application management life cycle, including planning, development, deployment, monitoring, maintenance, upgrading, and support of digital and analytics systems.
To drive negotiation with IT vendors to secure the best deals, and responsible for engaging IT consultants and establishing service agreements.
Take the systems & digital architect role and ensure application integration and data integrity across the entire IT landscape, especially for custom build solutions.
To manage multiple project resources and coordinate operational teams to ensure alignment and on-time delivery of the solution.
To define, build, and execute data service strategy and roadmap to ensure services are scalable to meet current and future needs.
To lead the enterprise data management activities such as gathering business and technical requirements, collecting data, designing data architecture, developing the data pipelines and model, and deploying and maintaining/monitoring the performance of data solutions and data governance.
Provide technical leadership of the data team by driving best practices for integrating data across diverse data sources using the appropriate technology.
Manage and facilitate the adoption of enterprise data platforms to deliver business insights and value with strong consultative experience.
Excellent at identifying and managing resources needed to deliver priorities and meet financial targets.
Proactively plan for growth and development of internal technology capabilities.
Established record of success in building high-performance teams, developing teams, and driving necessary organizational change.
Translate complex technical concepts into understandable language for non-technical stakeholders, fostering a shared understanding of technology initiatives.","Information & Communication Technology, Management, assistant-general-manager, Full time",Data Analyst,Description
72345094,"Investment Business Analysis, Executive Manager",Zurich Insurance Malaysia Berhad,Kuala Lumpur,Unknown,2,3,3200,4500,Unknown,Unknown,2023-09-07 11:48:00,"Job Summary
Generates insights into a specific area of expertise (macro, markets, asset classes, regulatory etc.) based on data analysis. Articulates clear and actionable conclusions out of complex data sets.
Job Functions
Retains and documents data analyses according to company’s policy
Keeps abreast of latest and relevant advancements in area of expertise and in analysis tools
Job Accountabilities - Key Accountabilities
Provides holistic objective interpretation of and conclusions from data, indicating solution options
Masters analysis tools available in the industry
Answers management’s data insights requests on their area of expertise
Provides data & insights to management to enable analysis of potential issues
Abides to quality standards of analysis and contributes in their collective definition
Collaborates and supports local businesses on such standards and best practices
Assesses the format, produces and enables reporting to effectively communicate insights.
Proactively seeks information and network among peers, managers, experts across organizations and departments. Enables flow of information across co-workers and functions
Explores, understands data, collects and combines data from different sources, compares and contrasts data to identify irregularities or patterns
Job Qualifications
Required:
Bachelor's degree and 5 or more years of experience in the Investment Analysis area.
Preferred:
Experience in working in financial sector is a strong advantage.
CFA or equivalent qualification is an advantage.
Strong analytical and planning skills.
Ability to effectively manage changing priorities.
Strong written and verbal communication skills.
Capable of understanding and managing the investment related ad hoc tasks and projects.
Capable of providing meaningful analysis related to the investment management.
Ability to enhance efficiency.","Banking & Financial Services, Analysis & Reporting, Business-Analysis-Executive, Full time",Data Analyst,Description
72512752,"Data Analyst, Supply Chain",ResMed (Malaysia) Sdn Bhd,Kuala Lumpur,Unknown,2,3,3200,4500,Unknown,Unknown,2023-11-28 02:49:00,"The Operations team partners closely with ResMed’s five business leaders to understand their needs then providing a variety of products and services to help them meet those needs including Customer and Technical Services, Global Quality Assurance and Regulatory Affairs, Supply Chain, manufacturing, logistics and distribution. Focused on enabling new product introduction and operating excellence, our team strives to improve time to market for new products and services, improve efficiencies in our cross-functional processes, and improve our supply chain through digitization and automation to increase value add to our customers.
Let's Talk About the Team
The role of a Data Analyst is part of an enthusiastic team dedicated to discovering insights and delivering exciting data solutions in support of Global Supplier Alliance (GSA). You'll work closely with a diverse group of stakeholders ranging from technical to business owners.
You will balance skills, curiosity and a passion for drawing insights from data to deliver impactful results.  Success in this role is all about converting data opportunities into quantifiable value adding solutions.  A great Data Analyst cares first and foremost about achieving outcomes that contribute to ResMed changing lives with every breath.
The Global Supplier Alliance (GSA) team is responsible for all procurement and supplier management activities for Direct and Indirect procurement and Supplier Engineering.  The function is responsible for securing products and services from suppliers for ResMed businesses worldwide.
Let's Talk About the Role
Conduct effective and efficient data preparation, transformation, and visualisation.
Maintain an understanding of the data architecture around the department and relationships between various sources of data.
Proactively engage with the business function to understand, prioritise and communicate analytics needs that will lead to improved business outcomes.
Use analytical skills and statistical methods to identify insights and communicate information on time critical issues to the appropriate stakeholders.
Actively participate in data governance, architecture, integration and change management alongside business stakeholders and domain experts.
Be a resource for various business groups, assisting with on-going and ad-hoc requests for information and insights, evolving understanding of where analytics can add value.
Present information effectively to all parts of ResMed up to Executive level.
Document all activities and generate appropriate reports for internal and external use.
Let's Talk About You
Bachelor’s degree in data science, mathematics, information systems, computer science, engineering or equivalent.
Has an inquisitive mindset.
Great attention to detail.
Ability to learn new skills quickly and adopt to changes well.
Ability to break down complex problems into actionable tasks.
Strong written and verbal communication skills- ability to translate technical information in an understandable and compelling manner.
Ability to work independently and collaboratively in a fast-paced and changing environment.
Fluent in SQL, R or Python.
Preferred but not essential
Strong Excel skills and experience with VBA
Experience working with visualisation tools such as Tableau, Power BI, RShiny, pydash
Experience in different phases of the data project lifecycle from strategy and advisory, scoping and planning, requirements gathering, design, development, testing, training and deployment
#LI-Ops
Joining us is more than saying “yes” to making the world a healthier place. It’s discovering a career that’s challenging, supportive and inspiring. Where a culture driven by excellence helps you not only meet your goals, but also create new ones. We focus on creating a diverse and inclusive culture, encouraging individual expression in the workplace and thrive on the innovative ideas this generates. If this sounds like the workplace for you, apply now!","Information & Communication Technology, Business/Systems Analysts, supply-chain-analyst, Full time",Data Analyst,Title
72842561,"Mgr, Portfolio Management",Standard Chartered Bank,Kuala Lumpur,3-5 years,3,5,3200,4500,Unknown,Unknown,2024-01-08 05:40:00,"Role Responsibilities
Product Manager Role’s & Responsibilities:
Responsible for driving growth of Credit Card Portfolio Products such as Cash-On-Call Plus, Balance Transfer Plus, FlexiPay Plus and Flexi-On-Balance.
Identifies opportunities based on segmentation and pricing model to drive Portfolio sales with yield optimisation.
Responsible to drive adoption of Credit Line Increase Program and optimise end-to-end customer journey & process.
Work with risk and policy team to identify opportunities to increase quantum of Portfolio Products and Credit Line Increase.
Work closely with Marketing & other stakeholders to integrate programs/ communication plans.
Strategy
Awareness of the market landscape & understanding of the portfolio through data analysis
Business
Responsible for balance sheet and yield optimisation of credit card portfolio.
Processes
Responsible for improve process and journey for application of Portfolio Products and Credit Line Increase.
People & Talent
Abl to work independently and liaise with various stakeholders and ensure deliverables on timely basis.
Risk Management
Adherence to GPS, ensuring controls and measures are updated and put in place to minimise gaps.
Governance
Understanding of regulatory framework, requirements and expectations.
Regulatory & Business Conduct
Take personal responsibility for embedding the highest standards of ethics, including regulatory and business conduct, across Standard Chartered Bank. This includes understanding and ensuring compliance with, in letter and spirit, all applicable laws, regulations, guidelines and the Group Code of Conduct.
Lead the [country / business unit / function/CCPL team to achieve the outcomes set out in the Bank’s Conduct Principles: [Fair Outcomes for Clients; Effective Financial Markets; Financial Crime Compliance; The Right Environment.
Effectively and collaboratively identify, escalate, mitigate and resolve risk, conduct and compliance matters.
Key stakeholders
Finance, Credit & Policy Team, CABM, Legal & Compliance, PMO, Technology Team, Fraud Team, Operations Team, External Partners, Sales team and Digital Banking team.
Qualifications
Training, licenses, memberships and certifications
Academic qualification i.e. Degree in any discipline (preferably Banking & Finance), or
Minimum 3-5 years experience in Banking (preferably in Product Management/ Retail Banking)
Enthusiastic, versatile and visionary
Our Ideal Candidate
Banking Products and Services Development
Customer/Market Focus
Budget Management
Marketing Channels
About Standard Chartered
We're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:
·       Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we do
·       Never settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so well
·       Be better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long term
In line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.
·       Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locations
·       Time-off including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with minimum global standards for annual and public holiday, which is combined to 30 days minimum
·       Flexible working options based around home and office locations, with flexible working patterns
·       Proactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills, global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkits
·       A continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learning
·       Being part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.
Recruitment assessments - some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.","Banking & Financial Services, Banking - Retail/Branch, Full time",Data Analyst,Description
73964835,End User Compute Technical Lead/SME,CIGNA Worldwide General Insurance Company Limited,Kuala Lumpur,Unknown,2,3,3200,4500,Unknown,Unknown,2024-02-22 20:45:00,"End User Computing Technical Lead/SME
An opportunity has arisen within the Cigna International Health Workspace team.  We are seeking a highly skilled, experienced, and motivated EUC Technical Lead/SME to join us and play a key role in implementing solutions that enhance our colleague’s user experience.
As an EUC Technical Lead/SME, you will have a strong knowledge of end user computing technologies, including operating systems, desktop virtualization, and productivity applications. You will be responsible for overseeing and managing all aspects of the end user computing experience. Collaborating with cross-functional teams to ensure we maximize productivity and performance across the organization.
If you are a proactive, high-performing individual who is methodical, inquisitive and has a passion for end user technology, we encourage you to apply and become an integral part of our Cigna team.
What does a normal day involve?
Maintaining and optimizing the provisioning of Windows Client OS, applications, and vulnerability remediation to physical and virtual endpoints.
Provide guidance to the team on EUC industry best practice and emerging technologies.
Provide support and mentorship to other engineers in the Workspace team.
Coordinate with colleagues and peers in Cigna’s US Enterprise Infrastructure Team
Proactively monitor and resolve infrastructure service issues prior to escalation.
Ensuring Service Now incident, requests, problem and change records are pro-actively updated.
Participate in change activity that may be scheduled out of hours
Manage and technically drive project deliverables and initiatives to completion, working with key stakeholders and project managers to implement the solutions
Adhering to Information Protection Policies and Business Continuity Plans
Follow operational processes and policies
Ensuring 24x7x365 operation
You will have experience with:
Microsoft SCCM & Intune, with a deep understanding of their functionalities.
Citrix Virtual Desktop Infrastructure
Microsoft Azure Virtual Desktop Infrastructure
Microsoft Windows Client and Server Operating Systems
Microsoft O365 Deployment
Service Now Change and incident management workflow
Service and customer centric mindset
It would be great if you’ve had experience with:
Nutanix HCI
Agile Project Management Methodology
JAMF – Apple Enterprise Mgmt. solution
Stratodesk Thin Client Technology
ITIL Certifications
About The Cigna Group
Cigna Healthcare, a division of The Cigna Group, is an advocate for better health through every stage of life. We guide our customers through the health care system, empowering them with the information and insight they need to make the best choices for improving their health and vitality. Join us in driving growth and improving lives.","Information & Communication Technology, Networks & Systems Administration, technical-lead, Full time",Cloud Engineer,Description
